dimensions/height,dimensions/width,display_url,edge_liked_by/count,edge_media_preview_like/count,edge_media_to_caption/edges/0/node/text,edge_media_to_comment/count,id,is_video,location,owner/id,shortcode,tags/0,tags/1,tags/2,tags/3,tags/4,tags/5,taken_at_timestamp,thumbnail_resources/0/config_height,thumbnail_resources/0/config_width,thumbnail_resources/0/src,thumbnail_resources/1/config_height,thumbnail_resources/1/config_width,thumbnail_resources/1/src,thumbnail_resources/2/config_height,thumbnail_resources/2/config_width,thumbnail_resources/2/src,thumbnail_resources/3/config_height,thumbnail_resources/3/config_width,thumbnail_resources/3/src,thumbnail_resources/4/config_height,thumbnail_resources/4/config_width,thumbnail_resources/4/src,thumbnail_src,urls/0,video_view_count,location/address_json,location/has_public_page,location/id,location/name,location/slug,tags/6,tags/7,tags/8,tags/9,tags/10,tags/11,tags/12,tags/13,tags/14,tags/15,tags/16,tags/17,tags/18,tags/19,tags/20,tags/21,tags/22,tags/23,tags/24,tags/25,tags/26,tags/27,tags/28,tags/29,urls/1,urls/2,urls/3,comments_disabled,urls/4,urls/5
425,750,https://instagram.fplu4-1.fna.fbcdn.net/vp/128c34ce23f438a6111b543281ae6bdb/5BF5D7BD/t51.2885-15/e35/43731383_1900624186721896_6693878272530054918_n.jpg,199,199,"Galo 1x0 Bahia
⚽@juanicazares10
🔰Campeonato Brasileiro
⏰Rodada 35
#atleticomg #atleticomineiro #galo
#golsdogalo #galodoido #galoucura",0,1914958758921302872,true,,8306326352,BqTTNhpBvNY,galo,galodoido,golsdogalo,galoucura,atleticomg,atleticomineiro,1542500977,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/13b6182c67c8930588cb408fd70c8b7b/5BF568FE/t51.2885-15/e35/c156.0.408.408/s150x150/43731383_1900624186721896_6693878272530054918_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/356cd7de93dd3c6d851ea5af89c4a1e2/5BF5D0B8/t51.2885-15/e35/c156.0.408.408/s240x240/43731383_1900624186721896_6693878272530054918_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/83cd81253d434c85e897517f8964eb1e/5BF5CF86/t51.2885-15/e35/c156.0.408.408/s320x320/43731383_1900624186721896_6693878272530054918_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/d10554e12c17af799dcbdf4b0b8ac52b/5BF5EDBA/t51.2885-15/e35/c156.0.408.408/43731383_1900624186721896_6693878272530054918_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/d10554e12c17af799dcbdf4b0b8ac52b/5BF5EDBA/t51.2885-15/e35/c156.0.408.408/43731383_1900624186721896_6693878272530054918_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/d10554e12c17af799dcbdf4b0b8ac52b/5BF5EDBA/t51.2885-15/e35/c156.0.408.408/43731383_1900624186721896_6693878272530054918_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/324d27fcf34d171d24477f7cef4c09ae/5BF5D289/t50.2886-16/46518241_456651554861677_6682938377790029824_n.mp4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
848,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/4551fe8070bccb03f5c510aed41514d6/5C78830D/t51.2885-15/e35/45602521_1205195062969031_4468396071532881617_n.jpg,324,324,"Estamos no Final De Temporada e Começa a Aparecer Nomes De Possíveis Reforços Para 2019.
Sabendo que o Atlético Necessita De Zagueiros,O Nome Da Vez trata-se De Guillermo Burdisso.

GUILLERMO BURDISSO:
Guillermo Burdisso,Zagueiro Argentino, atualmente joga Superliga pelo Independiente. Burdisso tem 30 anos (26 Sep 1988)  1,90 m de altura,Destro!
Seu Ponto Forte é o Jogo Aéreo.
Acumula Passagens Por Rosário Central,Roma,Arsenal De Sarandi,Boca Juniors,Galatasaray,Leon Do México e Atualmente Joga no Independiente Da Argentina.
Estado Atual De Contrato:Encerra Em Dezembro De 2018 e Possivelmente irá Ficar Livre no Mercado
Seria uma Boa Para o Galo?⚫⚪🐔
@guilleburdisso 
#galo #atleticomineiro @atletico",34,1915547421820525937,false,,7866596933,BqVZDssBx1x,galo,atleticomineiro,,,,,1542571068,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/c4678e0d553b4f6119d040108ab039e7/5C8C7AF0/t51.2885-15/e35/c116.0.848.848a/s150x150/45602521_1205195062969031_4468396071532881617_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/755a8c995889630e14ebea45d96014c0/5C844DF6/t51.2885-15/e35/c116.0.848.848a/s240x240/45602521_1205195062969031_4468396071532881617_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/9c5de653e3d3e0fac4fb7cab7731825d/5C713188/t51.2885-15/e35/c116.0.848.848a/s320x320/45602521_1205195062969031_4468396071532881617_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/ac208878fa102c487c3dd2d20795efa7/5C6E95CF/t51.2885-15/e35/c116.0.848.848a/s480x480/45602521_1205195062969031_4468396071532881617_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/2dbf06cbd3e810779687ab57410bef65/5CB168B7/t51.2885-15/sh0.08/e35/c116.0.848.848a/s640x640/45602521_1205195062969031_4468396071532881617_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/2dbf06cbd3e810779687ab57410bef65/5CB168B7/t51.2885-15/sh0.08/e35/c116.0.848.848a/s640x640/45602521_1205195062969031_4468396071532881617_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/4551fe8070bccb03f5c510aed41514d6/5C78830D/t51.2885-15/e35/45602521_1205195062969031_4468396071532881617_n.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/d293609f229576a70866ddbad02e8a12/5C6C08A1/t51.2885-15/e35/44358839_735571573442491_5182002337579960449_n.jpg,146,146,"De uma situação delicada à renovação da esperança e motivação extra na luta pela vaga na fase preliminar da Copa Libertadores. Bastaram duas vitórias consecutivas – já são três partidas sem derrota pelo Campeonato Brasileiro – para que o ambiente ficasse mais leve no Atlético. 
Ainda que o time de Levir Culpi esteja em evolução, a missão dos jogadores alvinegros é consolidar a classificação à competição sul-americana já em seus dois últimos confrontos fora de casa: contra Internacional, quarta-feira, no Beira-Rio, e Santos, sábado, na Vila Belmiro. Se a equipe vencer ambas, é praticamente certo de que ninguém vai tirar do Galo a vaga entre os seis primeiros.

Neste Brasileiro, a equipe conseguiu vencer quatro vezes como visitante (Atlético-PR, América, Botafogo e Paraná), mas o aproveitamento de apenas 31,3% dos pontos disputados está abaixo do satisfatório nas contas da comissão técnica e do grupo. Desde 2013, quando abriu mão do segundo turno para se preparar para o Mundial de Clubes, a performance atleticana como visitante não era tão negativa.

A delegação ficará quase uma semana fora de Belo Horizonte. A viagem para Porto Alegre será terça pela manhã – haverá treino à tarde no CT do Grêmio. Na quinta-feira, um dia depois do duelo com o Inter, os jogadores seguem para São Paulo e, de lá, para Santos. O retorno à capital mineira será na manhã de domingo.

Animado, o volante Adílson entende que trazer bons resultados de fora evitaria um desespero na rodada final, diante do Botafogo, dia 2, no Independência.

O quanto antes conseguimos é melhor. Nos aliviaria muito. Não queremos chegar no último jogo precisando vencer a todo custo. Se for assim, vamos encarar. Mas a ideia é que isso não ocorra. Os dois jogos são difíceis, mas se continuarmos nessa pegada, tem tudo para dar certo. A maioria está acostumada a jogar partidas grandes.” Sem Elias e Fábio Santos, suspensos, Galdezani e Patric, improvisado, devem ficar com as vagas.
#galo #atleticomineiro",0,1916085910307811010,false,,7866596933,BqXTfvLBy7C,galo,atleticomineiro,,,,,1542635261,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/da75ed72a8b5761602c7846a70ccdae4/5CAFEA82/t51.2885-15/e35/c40.0.500.500/s150x150/44358839_735571573442491_5182002337579960449_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/846201ef95ee13ec46f1abf84f730dea/5C81E3C8/t51.2885-15/e35/c40.0.500.500/s240x240/44358839_735571573442491_5182002337579960449_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/603b01490316d39f17339a798163b8b6/5C788572/t51.2885-15/e35/c40.0.500.500/s320x320/44358839_735571573442491_5182002337579960449_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/99d35b3d2966665537839b5d1639defc/5C7D0928/t51.2885-15/e35/c40.0.500.500/s480x480/44358839_735571573442491_5182002337579960449_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/69c17eca307977800a2394ca2cac349b/5C7ADF4A/t51.2885-15/e35/c40.0.500.500/44358839_735571573442491_5182002337579960449_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/69c17eca307977800a2394ca2cac349b/5C7ADF4A/t51.2885-15/e35/c40.0.500.500/44358839_735571573442491_5182002337579960449_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/d293609f229576a70866ddbad02e8a12/5C6C08A1/t51.2885-15/e35/44358839_735571573442491_5182002337579960449_n.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
937,750,https://instagram.fplu4-1.fna.fbcdn.net/vp/61d2d1d358d48193268f71a2da585c55/5CAF42B8/t51.2885-15/e35/45673481_747457705589322_1619117551138733063_n.jpg,913,913,"Me perguntam se eu não tenho vergonha de postar foto assim..
Já tive muita , só que tem pessoas que nos motivam a não ter mais vergonha e sim orgulho de quem somos e de como somos...
Você quer ter uma cor linda e aquela marquinha perfeita...
Venha conhecer a @solbronzebh 
Vocês são amar.

#solebronzebh #sol #diaensolarado #marquinhadebiquini #marquinhadefita #bronzeada #morenabronzeada #musadogalo #musa #musadabola2018 #musadabola #atleticomineiro #galo",15,1915469012924208323,false,,1231770107,BqVHOstnZTD,marquinhadebiquini,galo,diaensolarado,musa,sol,morenabronzeada,1542561721,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/fc71def0c8590868a4bc690c34c76460/5C8299B7/t51.2885-15/e35/c0.83.664.664/s150x150/45673481_747457705589322_1619117551138733063_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/a0f59487f99195f6e0a3ed1765ce0173/5C83C9FD/t51.2885-15/e35/c0.83.664.664/s240x240/45673481_747457705589322_1619117551138733063_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/96183019f77115b380c6519a6913cbbf/5C80B347/t51.2885-15/e35/c0.83.664.664/s320x320/45673481_747457705589322_1619117551138733063_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/4ad070c26487cdb3772836f3cabdd139/5C71D61D/t51.2885-15/e35/c0.83.664.664/s480x480/45673481_747457705589322_1619117551138733063_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/d427855b358d724f9cfa6eade6e30bf3/5C71AFFE/t51.2885-15/sh0.08/e35/c0.83.664.664/s640x640/45673481_747457705589322_1619117551138733063_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/d427855b358d724f9cfa6eade6e30bf3/5C71AFFE/t51.2885-15/sh0.08/e35/c0.83.664.664/s640x640/45673481_747457705589322_1619117551138733063_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/61d2d1d358d48193268f71a2da585c55/5CAF42B8/t51.2885-15/e35/45673481_747457705589322_1619117551138733063_n.jpg,,"{""street_address"": ""Rua Lourival Soares de Gouveia 338 C\u00e9u azul"", ""zip_code"": ""31580560"", ""city_name"": ""Belo Horizonte, Brazil"", ""region_name"": """", ""country_code"": ""BR"", ""exact_city_match"": false, ""exact_region_match"": false, ""exact_country_match"": false}",true,147774426173393,Sol & Bronze,sol-bronze,musadogalo,musadabola,bronzeada,musadabola2018,marquinhadefita,atleticomineiro,solebronzebh,,,,,,,,,,,,,,,,,,,,,,,
426,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/45a3c5a4b12882144a66534f37b600b7/5C90A747/t51.2885-15/e35/44726888_2096202123765008_7858070382683047747_n.jpg,381,381,"Os trâmites para a aprovação do projeto de construção da Arena MRV, o estádio atleticano que será construído no bairro Califórnia, região Noroeste de Belo Horizonte, estão perto do fim. Segundo o presidente do conselho deliberativo do Galo, Rodolfo Gropen, a expectativa é que o governador Fernando Pimentel assine um decreto de interesse social até o fim deste mês para que, assim, o processo corra na Prefeitura de Belo Horizonte.

O clube espera iniciar as obras no começo de 2019. ""O estádio é um sonho meu e de todos os atleticanos. Nós temos a vencer as etapas burocráticas no Estado e na prefeitura, primeiro, no Estado, que está no finalzinho. A gente espera que no final deste mês o Estado já libere todas as licenças e que seja editado um decreto de interesse social, (o projeto) já passou por três secretarias e está faltando só o governador assinar"", destacou Gropen à Rádio Super, em entrevista antes da partida entre Atlético e Bahia, neste sábado.

Depois do Governo do Estado, o Atlético precisa ser analisado por órgãos municipais. ""Daí vai para a prefeitura, onde tem que passar por dois órgãos. A gente espera que, no começo do ano que vem, já devemos estar fazendo a terraplanagem para a nossa futura casa"", ressaltou Gropen. Apesar do atraso no processo de aprovação do empreendimento, o clube mantém os planos de concluir as obras no fim de 2020.

Dinheiro

Para construir seu estádio próprio, o Atlético vendeu metade do shopping Diamond Mall à  Multiplan, que já administra o complexo de compra. A empresa pagou R$ 250 milhões em setembro do ano passado, quando a venda recebeu o aval do conselho deliberativo. Com o rendimento, o montande já está na casa dos R$ 290 milhões.

Em 2017, o estádio tinha orçamento total de R$ 420 milhões, valor que deve sofrer reajustes por causa do tempo que já se passou. O clube vendeu os naming rights à MRV por R$ 60 milhões e ainda vai vender cadeiras cativas, pretendendo arrecadar mais R$ 100 milhões (60% desse valor foi garantido pelo Banco BMG). A arena terá capacidade para 47 mil torcedores. 
#galo #atleticomineiro
#futebol #brasileirao #soccer
#galodoido",8,1915380325060880175,false,,7866596933,BqUzEHtBqcv,galo,galodoido,atleticomineiro,futebol,soccer,brasileirao,1542551149,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/7cc6df12c18ebdd95e768d6d5eb645b8/5C782AFF/t51.2885-15/e35/c103.0.413.413/s150x150/44726888_2096202123765008_7858070382683047747_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/85f74a4f62b578968ce6b5a082d975d4/5C8E59F9/t51.2885-15/e35/c103.0.413.413/s240x240/44726888_2096202123765008_7858070382683047747_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/391b9ff8b836e9743f691b2bdd2fa95f/5C722487/t51.2885-15/e35/c103.0.413.413/s320x320/44726888_2096202123765008_7858070382683047747_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/583e9902ed896d0a4ccc1e6f24759ef7/5C6A0CCF/t51.2885-15/e35/c103.0.413.413/44726888_2096202123765008_7858070382683047747_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/583e9902ed896d0a4ccc1e6f24759ef7/5C6A0CCF/t51.2885-15/e35/c103.0.413.413/44726888_2096202123765008_7858070382683047747_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/583e9902ed896d0a4ccc1e6f24759ef7/5C6A0CCF/t51.2885-15/e35/c103.0.413.413/44726888_2096202123765008_7858070382683047747_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/45a3c5a4b12882144a66534f37b600b7/5C90A747/t51.2885-15/e35/44726888_2096202123765008_7858070382683047747_n.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
810,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/ea04930d065d53800232c18b19313d1f/5C69EAE8/t51.2885-15/e35/44505695_298554344112492_6226471357522182598_n.jpg,251,251,"MAIS UMA OPÇÃO DE ZAGUEIRO PARA 2019:
Trata-se De Igor Rabello. Zagueiro Do Botafogo.
Pontos fortes:
Titular,1,90 m De altura,Bom Posicionamento, Interceptação de bola, Duelos no chão,Jogo Aéreo e Tem um Perfil De Xerife Apesar De Ser Novo.
Atualmente está com 23 Anos.
Já Teve Propostas Do Exterior.
Seu Valor De Transferência No Mercado é De Aproximadamente 5,7 Milhões De Euros,Equivalente a 25 Milhões De Reais.
Um Dos Maiores Problemas Do Atlético No Ano Foi o Sistema Defensivo,Principalmente a Zaga.
Por Ser Titular Do Botafogo e um Dos Líderes Do Time.
Você acha que Igor Rabello Seria uma Boa Para o Galo em 2019?
#galo #atleticomineiro #botafogo #futebol #brasileirao",17,1916024010140279280,false,,7866596933,BqXFa-Jh-Hw,brasileirao,galo,atleticomineiro,futebol,botafogo,,1542627882,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/448ca8cbda16648d71a0bb531bc1e004/5CAD6BA7/t51.2885-15/e35/c135.0.810.810/s150x150/44505695_298554344112492_6226471357522182598_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/0e79ae883809462ad5ea5f35c8294a81/5C8436ED/t51.2885-15/e35/c135.0.810.810/s240x240/44505695_298554344112492_6226471357522182598_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/63b59f774518ef296aa0ee78c59873bf/5C7BE857/t51.2885-15/e35/c135.0.810.810/s320x320/44505695_298554344112492_6226471357522182598_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/524b344738f82af6b358b683041ca705/5C799A0D/t51.2885-15/e35/c135.0.810.810/s480x480/44505695_298554344112492_6226471357522182598_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/6ed19e9f3752854960b88445d5f12c65/5C8B9BAD/t51.2885-15/sh0.08/e35/c135.0.810.810/s640x640/44505695_298554344112492_6226471357522182598_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/6ed19e9f3752854960b88445d5f12c65/5C8B9BAD/t51.2885-15/sh0.08/e35/c135.0.810.810/s640x640/44505695_298554344112492_6226471357522182598_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/ea04930d065d53800232c18b19313d1f/5C69EAE8/t51.2885-15/e35/44505695_298554344112492_6226471357522182598_n.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
750,750,https://instagram.fplu4-1.fna.fbcdn.net/vp/1b4a4c1a6340ccc724d02ba830aa8ae3/5C7C7292/t51.2885-15/e35/44276663_208632290058176_3216017753516939389_n.jpg,3026,3026,"⚽️❤️. .
. 🔃 @esporteinterativo .
.
. Sigam @resenhadeletra .
. Sigam @resenhadeletra .
.
.
#resenhadeletra #futebol #futebolaovivo #football #torcedoras #ronaldinhogaucho #brasileirao2018 #championsleague #seguedevolta #curtequecurto #soccer #futebolarte #cartolafc #cartoleiros #adrianoimperador #clearcr7fred #cr7 #santosfc #atleticomineiro #spfc🔴⚫️⚪️ #brasileiragem #neymar #kaka #fluminense #vasco #corinthians",28,1912753502813576448,false,,7902475103,BqLdy02Fl0A,seguedevolta,futebol,clearcr7fred,brasileirao2018,brasileiragem,kaka,1542238007,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/ee409d58001e74fa67bd517c529faab4/5C6E7AD0/t51.2885-15/e35/s150x150/44276663_208632290058176_3216017753516939389_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/f07c7c10f5ae0944672221111fe9f66e/5CAEB49A/t51.2885-15/e35/s240x240/44276663_208632290058176_3216017753516939389_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/758018b38e1d294da9e6b8ae0e331832/5C6D7520/t51.2885-15/e35/s320x320/44276663_208632290058176_3216017753516939389_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/e1a6753ef606f196766f17b1b93f8563/5C76A97A/t51.2885-15/e35/s480x480/44276663_208632290058176_3216017753516939389_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/2a1b8b21fd1e10584019403ca5e3394c/5C7ED977/t51.2885-15/sh0.08/e35/s640x640/44276663_208632290058176_3216017753516939389_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/2a1b8b21fd1e10584019403ca5e3394c/5C7ED977/t51.2885-15/sh0.08/e35/s640x640/44276663_208632290058176_3216017753516939389_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/1b4a4c1a6340ccc724d02ba830aa8ae3/5C7C7292/t51.2885-15/e35/44276663_208632290058176_3216017753516939389_n.jpg,,,,,,,atleticomineiro,neymar,cr7,championsleague,adrianoimperador,corinthians,soccer,torcedoras,futebolarte,football,vasco,futebolaovivo,curtequecurto,cartoleiros,spfc,santosfc,fluminense,ronaldinhogaucho,cartolafc,resenhadeletra,,,,,,,,,,
1080,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/b8e0aaab54b02341bce2dbef646d5fce/5C77F277/t51.2885-15/e35/44564669_1435217253279522_590542710050879671_n.jpg,2516,2516,"This is the big downfall of #Robinho, who had a potential of 94 in FIFA 08, but got so low in 10 years that he now plays in Turkey for #Sivasspor (not official FIFA 19 card)! Did he deserve this career, or did #RealMadridCF, #ACMilan or #ManchesterCity let him down? Comment below! Tag your friends!
___________________________
Follow @thefootballmatch_ for more:
▫News📰
▫Fifa edits
▫Memes!
And please help me to get @thefootballmatch back (it is disabled by @Instagram)
___________________________
#fifaut #fut18 #fifafut #easports #ultimateteam #easportsfifa #TOTW #TOTS #TOTY #FUT #Inform #fifa18 #fifa19 #fut19 #mancity #realdemadrid #halamadrid #forzamilan #acmilan1899 #superlig #santosfc #atleticomineiro #brazillian #premierleague #SerieA",20,1916187973972639934,false,,3251770196,BqXqs9Xg8C-,halamadrid,FUT,Sivasspor,acmilan1899,atleticomineiro,realdemadrid,1542647428,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/61a3176cb68bd489ec2aaef73f75fdd4/5C71EB35/t51.2885-15/e35/s150x150/44564669_1435217253279522_590542710050879671_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/248baff0ebfaf7a8252c2ec0606f54ff/5C75207F/t51.2885-15/e35/s240x240/44564669_1435217253279522_590542710050879671_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/3632082e4b2a21ce7138f345c036fcb9/5C69E6C5/t51.2885-15/e35/s320x320/44564669_1435217253279522_590542710050879671_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/7ac5501b187a7ab428b9449c619cfe1f/5C6E629F/t51.2885-15/e35/s480x480/44564669_1435217253279522_590542710050879671_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/3333bd936547a9eaffb2d0631b67f818/5C802692/t51.2885-15/sh0.08/e35/s640x640/44564669_1435217253279522_590542710050879671_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/3333bd936547a9eaffb2d0631b67f818/5C802692/t51.2885-15/sh0.08/e35/s640x640/44564669_1435217253279522_590542710050879671_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/b8e0aaab54b02341bce2dbef646d5fce/5C77F277/t51.2885-15/e35/44564669_1435217253279522_590542710050879671_n.jpg,,,,,,,easportsfifa,ManchesterCity,ACMilan,fifa19,TOTW,TOTY,Robinho,fifa18,fut19,fut18,brazillian,ultimateteam,forzamilan,Inform,fifafut,mancity,fifaut,SerieA,easports,premierleague,TOTS,santosfc,superlig,RealMadridCF,,,,,,
1080,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/a85eb0ea7030ae110cbc037acd05ec1b/5CAF18AF/t51.2885-15/e35/45638532_631815390622810_3758555451579432960_n.jpg,168,168,"Campeão da Seletiva do @atletico, serei o representante do clube no @ebrasileirao. Obrigado a todos que torceram por mim e que eu consiga trazer o título para Minas.
#inov3games #esfv #atleticomineiro #galo #galodoido #pesmg",34,1915397248893862388,false,,1909816069,BqU26ZQFEH0,atleticomineiro,esfv,galodoido,inov3games,pesmg,galo,1542553166,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/d478efec812cfc3ef8b0d151c2009303/5CAC7DED/t51.2885-15/e35/s150x150/45638532_631815390622810_3758555451579432960_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/5fcd5ef562dac1bfb6d49beb76fd1b9d/5C6CA1A7/t51.2885-15/e35/s240x240/45638532_631815390622810_3758555451579432960_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/ae3f5f07f30c7ad36f312f7b456a33d3/5CAE4D1D/t51.2885-15/e35/s320x320/45638532_631815390622810_3758555451579432960_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/c952f9a9c6d7dc2fba44d178e2fa4e11/5C8D0F47/t51.2885-15/e35/s480x480/45638532_631815390622810_3758555451579432960_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/8c0afac50dd7e5a397c2a2af61dee816/5CAF634A/t51.2885-15/sh0.08/e35/s640x640/45638532_631815390622810_3758555451579432960_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/8c0afac50dd7e5a397c2a2af61dee816/5CAF634A/t51.2885-15/sh0.08/e35/s640x640/45638532_631815390622810_3758555451579432960_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/a85eb0ea7030ae110cbc037acd05ec1b/5CAF18AF/t51.2885-15/e35/45638532_631815390622810_3758555451579432960_n.jpg,,"{""street_address"": ""Rua Pitangui, 3230"", ""zip_code"": ""31030-066"", ""city_name"": ""Belo Horizonte, Brazil"", ""region_name"": """", ""country_code"": ""BR"", ""exact_city_match"": false, ""exact_region_match"": false, ""exact_country_match"": false}",true,214605455,Arena Independência,arena-independencia,,,,,,,,,,,,,,,,,,,,,,,,,https://instagram.fplu4-1.fna.fbcdn.net/vp/9740f29c3e4af287780102362f20d107/5C846261/t51.2885-15/e35/44641115_2229108357330563_7256326269971726336_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/f998fbf4cff9f57c1756ca8810b74b09/5C7C1643/t51.2885-15/e35/44518750_2293860600841672_8302015635336986624_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/65146cc75aab72a24234601cc3b767f2/5C736C6A/t51.2885-15/e35/44911219_1169759869844237_6526535249625612288_n.jpg,,,
