dimensions/height,dimensions/width,display_url,edge_liked_by/count,edge_media_preview_like/count,edge_media_to_caption/edges/0/node/text,edge_media_to_comment/count,id,is_video,location,owner/id,shortcode,tags/0,tags/1,tags/2,tags/3,tags/4,tags/5,tags/6,tags/7,tags/8,tags/9,tags/10,tags/11,tags/12,tags/13,tags/14,tags/15,tags/16,tags/17,tags/18,taken_at_timestamp,thumbnail_resources/0/config_height,thumbnail_resources/0/config_width,thumbnail_resources/0/src,thumbnail_resources/1/config_height,thumbnail_resources/1/config_width,thumbnail_resources/1/src,thumbnail_resources/2/config_height,thumbnail_resources/2/config_width,thumbnail_resources/2/src,thumbnail_resources/3/config_height,thumbnail_resources/3/config_width,thumbnail_resources/3/src,thumbnail_resources/4/config_height,thumbnail_resources/4/config_width,thumbnail_resources/4/src,thumbnail_src,urls/0,location/address_json,location/has_public_page,location/id,location/name,location/slug,tags/19,tags/20,tags/21,tags/22,tags/23,tags/24,tags/25,tags/26,tags/27,tags/28,comments_disabled,urls/1,urls/2,urls/3,urls/4,urls/5,urls/6,tags/29,video_view_count,urls/7,urls/8,urls/9
937,750,https://instagram.fplu4-1.fna.fbcdn.net/vp/1406af00a0ac249266ac105618982530/5BF5A772/t51.2885-15/e35/43912957_1607781089326693_422665697932238616_n.jpg,42,42,"Borboleta parece flor
Que o vento tirou pra dançar...🎶🎵🎶🎵
.
.
.
.
.
#ibitipoca #cachoeiras #cachoeirasdeminas #trilheirasmg #trilhas",0,1889422588523114063,true,,648973761,Bo4k9VrhO5P,trilhas,ibitipoca,cachoeirasdeminas,trilheirasmg,cachoeiras,,,,,,,,,,,,,,,1539456846,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/88831569e0b0ab4818c791407a5e2056/5BF5978F/t51.2885-15/e35/c0.90.720.720/s150x150/43912957_1607781089326693_422665697932238616_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/a27d85b1a23722d45622ab009a48f2f2/5BF59485/t51.2885-15/e35/c0.90.720.720/s240x240/43912957_1607781089326693_422665697932238616_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/6acc77d42853071b6156abc0c3b6ecef/5BF576FF/t51.2885-15/e35/c0.90.720.720/s320x320/43912957_1607781089326693_422665697932238616_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/66913df766aa893b4c7b83226eaacbfa/5BF58C25/t51.2885-15/e35/c0.90.720.720/s480x480/43912957_1607781089326693_422665697932238616_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/165172052b12be401feb95f75818fc75/5BF58F46/t51.2885-15/sh0.08/e35/c0.90.720.720/s640x640/43912957_1607781089326693_422665697932238616_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/165172052b12be401feb95f75818fc75/5BF58F46/t51.2885-15/sh0.08/e35/c0.90.720.720/s640x640/43912957_1607781089326693_422665697932238616_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/806180ace34e74e26968ec419933918b/5BF5C8C7/t50.2886-16/43121148_1967099150250161_9215847300880673300_n.mp4,"{""street_address"": """", ""zip_code"": """", ""city_name"": ""Concei\u00e7\u00e3o Do Ibitipoca, Minas Gerais, Brazil"", ""region_name"": """", ""country_code"": ""BR"", ""exact_city_match"": false, ""exact_region_match"": false, ""exact_country_match"": false}",true,932082427,Lago dos Espelhos,lago-dos-espelhos,,,,,,,,,,,false,,,,,,,,0,,,
810,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/6419e2314a666ca2558389da6ca5ddd3/5C8F1174/t51.2885-15/e35/42984035_716162328746108_6183208624978919424_n.jpg,465,465,"Foram 14 horas de viagem de carro, 6 km de curvas sinuosas dentro do parque e 14 km de trekking nível hard. Sendo que o ataque ao cume ocorreu entre 23:00 e 05:00, com temperaturas entre 6° e 4°.
Tudo isso para contemplar esse esplêndido nascer do sol acima das nuvens.
Podem dizer que é exagero e/ou loucura, mas só quem presencia um espetáculo desse sabe de fato quão renovador e gratificante é esse tipo de vivência.
Gratidão, gratidão!❤️
.
.
.

#sangueverdeaventuras
#TrilhandoComLobas
#Mulherempoderada 
#VidaAoArLivre #gentequetrilha  #outdoorwomen #Adventure #turismodeaventura  #Outdoorlifebrasil  #waterfall #MulheresnaMontanha #TurismoMG #Trilheirasdobrasil #Wild #Minas_uai #naturelovers #adventure_culture #nature #natureshots #Altocaparao #ig_nature #Livre #TrilheirasMG #outdoorlife  #MinasGerais #Picodabandeira",18,1889367255555190653,false,,1121994896,Bo4YYI1ny99,Outdoorlifebrasil,MinasGerais,gentequetrilha,TurismoMG,Trilheirasdobrasil,sangueverdeaventuras,TrilhandoComLobas,turismodeaventura,naturelovers,natureshots,outdoorwomen,ig_nature,Livre,Adventure,adventure_culture,TrilheirasMG,MulheresnaMontanha,VidaAoArLivre,nature,1539450149,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/8502cf535bf013303e83fa808b4d1973/5C7D71BF/t51.2885-15/e35/c135.0.810.810a/s150x150/42984035_716162328746108_6183208624978919424_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/0156e90e2eea2d82a6a6b27cc02bdcd9/5C8D31F5/t51.2885-15/e35/c135.0.810.810a/s240x240/42984035_716162328746108_6183208624978919424_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/f4c46a6edea7f58733d58f5c7e3285be/5C7BB64F/t51.2885-15/e35/c135.0.810.810a/s320x320/42984035_716162328746108_6183208624978919424_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/4ff4843b8e73371808fa56e3f1f4178d/5C7DF615/t51.2885-15/e35/c135.0.810.810a/s480x480/42984035_716162328746108_6183208624978919424_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/00110607105bbfd72405b7a27dfd8ff6/5C8CC4D7/t51.2885-15/sh0.08/e35/c135.0.810.810a/s640x640/42984035_716162328746108_6183208624978919424_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/00110607105bbfd72405b7a27dfd8ff6/5C8CC4D7/t51.2885-15/sh0.08/e35/c135.0.810.810a/s640x640/42984035_716162328746108_6183208624978919424_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/6419e2314a666ca2558389da6ca5ddd3/5C8F1174/t51.2885-15/e35/42984035_716162328746108_6183208624978919424_n.jpg,"{""street_address"": ""Rua das Hort\u00eancias, 122"", ""zip_code"": ""29173-082"", ""city_name"": ""Ibitirama, Espirito Santo"", ""region_name"": """", ""country_code"": ""BR"", ""exact_city_match"": false, ""exact_region_match"": false, ""exact_country_match"": false}",true,260366810,Pico da Bandeira,pico-da-bandeira,waterfall,Wild,outdoorlife,Picodabandeira,Minas_uai,Altocaparao,Mulherempoderada,,,,false,,,,,,,,,,,
1350,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/1ccd80873dd03be98a356bbdc6046cdc/5C90A86F/t51.2885-15/e35/42326704_275467186421361_6023484069577300333_n.jpg,90,90,"""Muitos queriam estar aonde eu estou mas poucos querem enfrentar o que eu enfrentei."" .
.
.
.
#ibitipoca #ibitipocamg #trilhas #trilheirasmg",1,1888804515709665176,false,,648973761,Bo2YbMhBz-Y,trilhas,ibitipoca,ibitipocamg,trilheirasmg,,,,,,,,,,,,,,,,1539383066,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/1a75f9d6c61df738cd28c97bc7fe38db/5CAE8237/t51.2885-15/e35/c0.135.1080.1080/s150x150/42326704_275467186421361_6023484069577300333_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/f7533215c20ee5844ad661790848bc50/5C8C257D/t51.2885-15/e35/c0.135.1080.1080/s240x240/42326704_275467186421361_6023484069577300333_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/fe2f89ee2cf2d358607b91ba3d8d2684/5C81DBC7/t51.2885-15/e35/c0.135.1080.1080/s320x320/42326704_275467186421361_6023484069577300333_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/d87f52252d8f07120cabc624fb1b209e/5C83D39D/t51.2885-15/e35/c0.135.1080.1080/s480x480/42326704_275467186421361_6023484069577300333_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/32a45b270ba6ec6694a64cefeb1ff01a/5C8DBF2C/t51.2885-15/sh0.08/e35/c0.135.1080.1080/s640x640/42326704_275467186421361_6023484069577300333_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/32a45b270ba6ec6694a64cefeb1ff01a/5C8DBF2C/t51.2885-15/sh0.08/e35/c0.135.1080.1080/s640x640/42326704_275467186421361_6023484069577300333_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/1ccd80873dd03be98a356bbdc6046cdc/5C90A86F/t51.2885-15/e35/42326704_275467186421361_6023484069577300333_n.jpg,"{""street_address"": """", ""zip_code"": """", ""city_name"": ""Concei\u00e7\u00e3o Do Ibitipoca, Minas Gerais, Brazil"", ""region_name"": """", ""country_code"": ""BR"", ""exact_city_match"": true, ""exact_region_match"": false, ""exact_country_match"": false}",true,235996513,"Conceição Do Ibitipoca, Minas Gerais, Brazil",conceicao-do-ibitipoca-minas-gerais-brazil,,,,,,,,,,,false,,,,,,,,,,,
608,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/6015f8b6b9d95891745e36aee6857fb2/5CB1409A/t51.2885-15/e35/42493376_496383787507244_3330726481964369740_n.jpg,92,92,""" O de hoje tá pago 🏃🏾‍♀️🏃🏾‍♀️🏃🏾‍♀️🏃🏾‍♀️""
.
.
.
.
.
.
.
.
.
.
.
.#sermineiromg #minas #minasgerais #minasgeraisoficial #minasgeraisamada #mundo #brasil #viajar #viagem #viagens #trilheirasmg #trilheiras #mulheresnatrilha #sobmulher #trilhasdeminas #photograpy #photo",11,1888651471236178619,false,,591407495,Bo11oGvjSK7,minasgerais,trilhasdeminas,photo,brasil,trilheiras,sermineiromg,mundo,minas,minasgeraisamada,minasgeraisoficial,viagens,photograpy,viajar,mulheresnatrilha,viagem,sobmulher,trilheirasmg,,,1539364821,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/9447b9e2cdaf4a3aadd1e02038c6a0d2/5C7EBCE2/t51.2885-15/e35/c236.0.608.608/s150x150/42493376_496383787507244_3330726481964369740_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/a2c72f5ebb98a012ce85f9d3e47a3aa6/5C77A8A8/t51.2885-15/e35/c236.0.608.608/s240x240/42493376_496383787507244_3330726481964369740_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/f09989039a82ebea504a1b75a70ce189/5CAD1F12/t51.2885-15/e35/c236.0.608.608/s320x320/42493376_496383787507244_3330726481964369740_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/caab3351afdb8ca1f0bd993534237cf9/5C7E4348/t51.2885-15/e35/c236.0.608.608/s480x480/42493376_496383787507244_3330726481964369740_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/422f3483b66edc80d810d56f7b61d226/5C7E50F3/t51.2885-15/e35/c236.0.608.608/42493376_496383787507244_3330726481964369740_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/422f3483b66edc80d810d56f7b61d226/5C7E50F3/t51.2885-15/e35/c236.0.608.608/42493376_496383787507244_3330726481964369740_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/6015f8b6b9d95891745e36aee6857fb2/5CB1409A/t51.2885-15/e35/42493376_496383787507244_3330726481964369740_n.jpg,"{""street_address"": """", ""zip_code"": ""35460-000"", ""city_name"": ""Brumadinho"", ""region_name"": """", ""country_code"": ""BR"", ""exact_city_match"": false, ""exact_region_match"": false, ""exact_country_match"": false}",true,1025783614,Serra da Calçada,serra-da-calcada,,,,,,,,,,,false,,,,,,,,,,,
833,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/3b13cc8ce503b164a51bbc9de9cc80c2/5C810610/t51.2885-15/e35/42851868_316001015869725_6051671032114394881_n.jpg,164,164,Hoje é dia de TBT... 🎶🎶 #cachoeiradamaçã  #cabecadeboi #minasgerais🔺 #trilhandotrilhas #cachoeiras #paz #trilhasbhoficial #trilheirasmg #mulheresnatrilha,9,1887737111195341664,false,,4244313961,BoyluamHtNg,minasgerais,trilhandotrilhas,paz,cabecadeboi,trilhasbhoficial,trilheirasmg,mulheresnatrilha,cachoeiradamaçã,cachoeiras,,,,,,,,,,,1539255821,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/d87a2f51c5f18af4441f853f0931ff25/5C6D94CD/t51.2885-15/e35/c123.0.833.833/s150x150/42851868_316001015869725_6051671032114394881_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/955d8f8c3c01fc0bcc6d0b79d0c7f259/5C79F187/t51.2885-15/e35/c123.0.833.833/s240x240/42851868_316001015869725_6051671032114394881_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/319a9d7c3044e16e297ba2d0ef8dfe9f/5C6D063D/t51.2885-15/e35/c123.0.833.833/s320x320/42851868_316001015869725_6051671032114394881_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/f1fb2e70a1c230a85b33b7442ac5a2a0/5C7FB767/t51.2885-15/e35/c123.0.833.833/s480x480/42851868_316001015869725_6051671032114394881_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/827fe45e2e10e3a39183eb01d05afc2d/5C6F3BC7/t51.2885-15/sh0.08/e35/c123.0.833.833/s640x640/42851868_316001015869725_6051671032114394881_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/827fe45e2e10e3a39183eb01d05afc2d/5C6F3BC7/t51.2885-15/sh0.08/e35/c123.0.833.833/s640x640/42851868_316001015869725_6051671032114394881_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/3b13cc8ce503b164a51bbc9de9cc80c2/5C810610/t51.2885-15/e35/42851868_316001015869725_6051671032114394881_n.jpg,,,,,,,,,,,,,,,,false,,,,,,,,,,,
810,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/bf1cd0ac6571c763bbd385acd84c4ed8/5C7F26C3/t51.2885-15/e35/42565057_698153613884693_1218805693205514620_n.jpg,69,69,"🍃🍃🍃🍃🍃🍃
.
#rioslivresmg #rioclaro #canyondafumaça #nature #zerandomg  #desbravandomg #trekking #trekkingmg #hikking #expedition #meumundo #topofbrazil #brazil #vibe_life_nature #lifestyle #amigosdacachoeiraudi #goodvibes #gratidao #brazilgran #trilheirasmg #trilheiras",2,1887448681784113225,false,,1417044678,BoxkJNxhXhJ,brazil,zerandomg,gratidao,lifestyle,brazilgran,desbravandomg,nature,rioclaro,hikking,expedition,trilheiras,vibe_life_nature,rioslivresmg,amigosdacachoeiraudi,goodvibes,trilheirasmg,meumundo,trekking,canyondafumaça,1539221438,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/173f4dd349c16de4d06ef11c00a6111d/5CAD4B8C/t51.2885-15/e35/c135.0.810.810/s150x150/42565057_698153613884693_1218805693205514620_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/0068f4ad889b75168d341ccfdbae22fa/5CAFDCC6/t51.2885-15/e35/c135.0.810.810/s240x240/42565057_698153613884693_1218805693205514620_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/73ef0225b4d1ae9e3219fe5b91340786/5C7B957C/t51.2885-15/e35/c135.0.810.810/s320x320/42565057_698153613884693_1218805693205514620_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/6b32aef1a7a9a50a158bfb818c4964b1/5C6F0426/t51.2885-15/e35/c135.0.810.810/s480x480/42565057_698153613884693_1218805693205514620_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/def996b44d412d236378f60fbc9aeb8c/5C7A6D86/t51.2885-15/sh0.08/e35/c135.0.810.810/s640x640/42565057_698153613884693_1218805693205514620_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/def996b44d412d236378f60fbc9aeb8c/5C7A6D86/t51.2885-15/sh0.08/e35/c135.0.810.810/s640x640/42565057_698153613884693_1218805693205514620_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/bf1cd0ac6571c763bbd385acd84c4ed8/5C7F26C3/t51.2885-15/e35/42565057_698153613884693_1218805693205514620_n.jpg,,,,,,trekkingmg,topofbrazil,,,,,,,,,false,,,,,,,,,,,
606,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/83c0b8b66fd707a642a1935c09024a43/5C706BA9/t51.2885-15/e35/43012497_267658283882450_7025655237339774976_n.jpg,24,24,📍🇧🇷Olhe à sua volta e não perca a imensidão desta beleza.  #brasilminasgerais #norumo #trilheirasdobrasil #trilheirasmg #instagram #mulherestrilheiras #pelomundoafora,1,1887409240110618917,false,,4216519867,BoxbLQ2lVkl,mulherestrilheiras,instagram,norumo,pelomundoafora,trilheirasdobrasil,trilheirasmg,brasilminasgerais,,,,,,,,,,,,,1539216736,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/00a389706ce1b1c6b1750c24be388cec/5CB0E04F/t51.2885-15/e35/c237.0.606.606a/s150x150/43012497_267658283882450_7025655237339774976_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/affc675c2d7324521977b8d39089c9ed/5CB15405/t51.2885-15/e35/c237.0.606.606a/s240x240/43012497_267658283882450_7025655237339774976_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/e273e401aed30fd86a38a4e434a9cb17/5C70F0BF/t51.2885-15/e35/c237.0.606.606a/s320x320/43012497_267658283882450_7025655237339774976_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/16e4e5e4f9007791c9ecec027ff816e9/5C8034E5/t51.2885-15/e35/c237.0.606.606a/s480x480/43012497_267658283882450_7025655237339774976_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/9c84552903fe537497f8c0324e40083c/5C80D31B/t51.2885-15/e35/c237.0.606.606a/43012497_267658283882450_7025655237339774976_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/9c84552903fe537497f8c0324e40083c/5C80D31B/t51.2885-15/e35/c237.0.606.606a/43012497_267658283882450_7025655237339774976_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/83c0b8b66fd707a642a1935c09024a43/5C706BA9/t51.2885-15/e35/43012497_267658283882450_7025655237339774976_n.jpg,,,,,,,,,,,,,,,,false,,,,,,,,,,,
1350,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/735fcf16d9a1270442b790fe7c7bec6a/5C752BBB/t51.2885-15/e35/42649293_288607218532718_5979476783968459451_n.jpg,99,99,#amigosdacachoeira #cachubrasil #cachoeirasdeminas #minasgerais #desbravandomg #zerandominas #topofbrazil #trilheiras #trilheirasmg #trekking #hikking #vibe_life_nature #nature #instanature #goodvibes,2,1887158715673918496,false,,1417044678,BowiNpyhrwg,minasgerais,cachoeirasdeminas,instanature,desbravandomg,trilheiras,hikking,trekking,goodvibes,trilheirasmg,topofbrazil,nature,amigosdacachoeira,vibe_life_nature,cachubrasil,zerandominas,,,,,1539186871,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/2e891437a125b7a741f775e035cdcffc/5C81602C/t51.2885-15/e35/c0.108.864.864/s150x150/42649293_288607218532718_5979476783968459451_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/4008e4c1cc0ed01182725856d232f409/5CAC7566/t51.2885-15/e35/c0.108.864.864/s240x240/42649293_288607218532718_5979476783968459451_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/bf15b8d98f1c3a5dee82c967e8c4a7a5/5C82AFDC/t51.2885-15/e35/c0.108.864.864/s320x320/42649293_288607218532718_5979476783968459451_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/105f36edcf080bb3b2db97db4aa7080e/5C751C86/t51.2885-15/e35/c0.108.864.864/s480x480/42649293_288607218532718_5979476783968459451_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/f0b7962312ee42191e50c4191b729af8/5C907626/t51.2885-15/sh0.08/e35/c0.108.864.864/s640x640/42649293_288607218532718_5979476783968459451_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/f0b7962312ee42191e50c4191b729af8/5C907626/t51.2885-15/sh0.08/e35/c0.108.864.864/s640x640/42649293_288607218532718_5979476783968459451_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/735fcf16d9a1270442b790fe7c7bec6a/5C752BBB/t51.2885-15/e35/42649293_288607218532718_5979476783968459451_n.jpg,"{""street_address"": """", ""zip_code"": ""38400-000"", ""city_name"": ""Uberl\u00e2ndia"", ""region_name"": """", ""country_code"": ""BR"", ""exact_city_match"": true, ""exact_region_match"": false, ""exact_country_match"": false}",true,213876111,Uberlândia,uberlandia,,,,,,,,,,,false,,,,,,,,,,,
432,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/10b597bd0dfdbfa4fa511cda74affe7e/5C766E0B/t51.2885-15/e35/42402578_1806759199442599_277136061575641688_n.jpg,153,153,"O hoje é um presente, não o despreze. Aproveite cada segundo desse dia com toda intensidade, boa vontade e amor. Palavras chaves: Gratidão e Amor!! Exagere na dose! Essa é a melhor maneira de agradecer pelo presente recebido. Lembre-se, quanto mais agradecemos com sinceridade, mas recebemos de volta. Tenho aprendido na prática. 
#moviment #gratidao #faith #moveyourself #mochilando #freestylelife #trekkingbrasil #trekkinglovers #adventuretime #adventureanywhere #outdoorlifestyle #outdoorgirls #loveiseverywhere #goodvibes #braziliangirl #brasil_repost #minasgerais #waterfull #trilhando #trippistache #amigosdotrekking #caveirasdamontanharj #mulheresnatrilha #amorpormontanha #trilheirasmg #divastrilheiras #minas4four #nandastyle",4,1887074281339576653,false,,353605095,BowPA-MBWFN,moveyourself,minasgerais,trekkingbrasil,adventuretime,gratidao,minas4four,trilhando,mochilando,amorpormontanha,caveirasdamontanharj,moviment,outdoorlifestyle,amigosdotrekking,freestylelife,braziliangirl,trekkinglovers,trippistache,nandastyle,faith,1539176806,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/5e41c8a971612832050d6b737f23a556/5C796F9D/t51.2885-15/e35/c94.0.395.395/s150x150/42402578_1806759199442599_277136061575641688_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/7b2ccdf5385ff2a69cbb3bfbca81311d/5C80C4D7/t51.2885-15/e35/c94.0.395.395/s240x240/42402578_1806759199442599_277136061575641688_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/e042e6b223f3fcf1ea269a458199bd47/5CB1D06D/t51.2885-15/e35/c94.0.395.395/s320x320/42402578_1806759199442599_277136061575641688_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/d84e5898271eb610cec523a039b8c27f/5CACE4CE/t51.2885-15/e35/c94.0.395.395/42402578_1806759199442599_277136061575641688_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/d84e5898271eb610cec523a039b8c27f/5CACE4CE/t51.2885-15/e35/c94.0.395.395/42402578_1806759199442599_277136061575641688_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/d84e5898271eb610cec523a039b8c27f/5CACE4CE/t51.2885-15/e35/c94.0.395.395/42402578_1806759199442599_277136061575641688_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/10b597bd0dfdbfa4fa511cda74affe7e/5C766E0B/t51.2885-15/e35/42402578_1806759199442599_277136061575641688_n.jpg,"{""street_address"": """", ""zip_code"": """", ""city_name"": """", ""region_name"": """", ""country_code"": """", ""exact_city_match"": false, ""exact_region_match"": false, ""exact_country_match"": false}",true,253129172,Serra do Cipó National Park,serra-do-cipo-national-park,brasil_repost,adventureanywhere,waterfull,outdoorgirls,divastrilheiras,goodvibes,loveiseverywhere,mulheresnatrilha,trilheirasmg,,false,,,,,,,,,,,
810,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/f200359ef477fd13b4dba00f68ea2bdc/5C77E62A/t51.2885-15/e35/42951687_272047153640926_8661102074893991770_n.jpg,93,93,"""Minha mãe mandou eu ser pé no chão, ainda bem que eu estava com minhas botas magicas""

#trilhasbhoficial #vemtrilhar #trilheirasmg #trilheirasdobrasil  #mulheresnatrilha #minasgerais🔺 #amor❤ #pazeequilibrio #goodvibes",1,1886970826039627514,false,,4244313961,Bov3ff7ng76,minasgerais,trilhasbhoficial,vemtrilhar,trilheirasdobrasil,goodvibes,trilheirasmg,mulheresnatrilha,amor,pazeequilibrio,,,,,,,,,,,1539164473,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/61136ab192266cb0f27e73f2759a8bbe/5C75DA65/t51.2885-15/e35/c135.0.810.810/s150x150/42951687_272047153640926_8661102074893991770_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/68edef57a7232f48f9630bc30892670d/5C787D2F/t51.2885-15/e35/c135.0.810.810/s240x240/42951687_272047153640926_8661102074893991770_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/72ed950cb5f7fc867c15ce272ea2d70a/5C6D3795/t51.2885-15/e35/c135.0.810.810/s320x320/42951687_272047153640926_8661102074893991770_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/ce801876e92e7737045fcb4dd801904d/5C8287CF/t51.2885-15/e35/c135.0.810.810/s480x480/42951687_272047153640926_8661102074893991770_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/6d7470e4ddad94477689c3444204bbd2/5C73F16F/t51.2885-15/sh0.08/e35/c135.0.810.810/s640x640/42951687_272047153640926_8661102074893991770_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/6d7470e4ddad94477689c3444204bbd2/5C73F16F/t51.2885-15/sh0.08/e35/c135.0.810.810/s640x640/42951687_272047153640926_8661102074893991770_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/f200359ef477fd13b4dba00f68ea2bdc/5C77E62A/t51.2885-15/e35/42951687_272047153640926_8661102074893991770_n.jpg,,,,,,,,,,,,,,,,false,,,,,,,,,,,
