dimensions/height,dimensions/width,display_url,edge_liked_by/count,edge_media_preview_like/count,edge_media_to_caption/edges/0/node/text,edge_media_to_comment/count,id,is_video,location/address_json,location/has_public_page,location/id,location/name,location/slug,owner/id,shortcode,taken_at_timestamp,thumbnail_resources/0/config_height,thumbnail_resources/0/config_width,thumbnail_resources/0/src,thumbnail_resources/1/config_height,thumbnail_resources/1/config_width,thumbnail_resources/1/src,thumbnail_resources/2/config_height,thumbnail_resources/2/config_width,thumbnail_resources/2/src,thumbnail_resources/3/config_height,thumbnail_resources/3/config_width,thumbnail_resources/3/src,thumbnail_resources/4/config_height,thumbnail_resources/4/config_width,thumbnail_resources/4/src,thumbnail_src,urls/0,urls/1,tags/0,urls/2,location,tags/1,tags/2,tags/3,tags/4,tags/5,tags/6,tags/7,tags/8,tags/9,tags/10,tags/11,tags/12,tags/13,tags/14,tags/15,tags/16,tags/17,tags/18,tags/19,tags/20,tags/21,tags/22,comments_disabled,urls/3,urls/4,urls/5,tags/23,tags/24,tags/25,tags/26,urls/6,urls/7,tags/27,tags/28,tags/29,urls/8,urls/9
1350,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/5e359d372403664a65696cca5719af6d/5C7527D2/t51.2885-15/e35/44619036_1180850022073652_6235537283618643367_n.jpg,14,14,"Exposição 50 anos de Realismo - do fotorrealismo à realidade virtual, no Centro Cultural Banco do Brasil (CCBB), em São Paulo #centrodesp #ccbb #ccbbsp #50anosderealismo #exhibition #exposicao #arte #art #hiperealismo #hiperrealism #realismo #sp",0,1916198647681013724,false,,,,,,1544392515,BqXtISCHFfc,1542648701,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/353544d79cb0871907386998d1fce110/5C7686DD/t51.2885-15/e35/c0.135.1080.1080/s150x150/44619036_1180850022073652_6235537283618643367_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/9a3e2f52af1e87749d782e02a9d43005/5C81C6DB/t51.2885-15/e35/c0.135.1080.1080/s240x240/44619036_1180850022073652_6235537283618643367_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/ab8f556770f6b54567812a52db8ee500/5C6CD9A5/t51.2885-15/e35/c0.135.1080.1080/s320x320/44619036_1180850022073652_6235537283618643367_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/ef60d1c12af888fbb2eb4da2fae74d01/5C75AEE2/t51.2885-15/e35/c0.135.1080.1080/s480x480/44619036_1180850022073652_6235537283618643367_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/4d96a16cebc5d1816d58d68051b14072/5C6DF64A/t51.2885-15/sh0.08/e35/c0.135.1080.1080/s640x640/44619036_1180850022073652_6235537283618643367_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/4d96a16cebc5d1816d58d68051b14072/5C6DF64A/t51.2885-15/sh0.08/e35/c0.135.1080.1080/s640x640/44619036_1180850022073652_6235537283618643367_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/5e359d372403664a65696cca5719af6d/5C7527D2/t51.2885-15/e35/44619036_1180850022073652_6235537283618643367_n.jpg,,art,,,ccbbsp,realismo,sp,hiperealismo,50anosderealismo,ccbb,arte,exhibition,hiperrealism,centrodesp,exposicao,,,,,,,,,,,,false,,,,,,,,,,,,,,
1349,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/2c95e0d556cbb4461011cab733e94e79/5C79D4EB/t51.2885-15/e35/44604479_877176042672248_4912498845556724909_n.jpg,11,11,"Exposição 50 anos de Realismo - do fotorrealismo à realidade virtual, no Centro Cultural Banco do Brasil (CCBB), em São Paulo #centrodesp #ccbb #ccbbsp #50anosderealismo #exhibition #exposicao #arte #art #hiperealismo #hiperrealism #realismo #sp",0,1916198020095755811,false,,,,,,1544392515,BqXs_JjHUYj,1542648626,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/64c28419fbf59779020fc78850e3c48e/5C6D17B8/t51.2885-15/e35/c0.134.1080.1080a/s150x150/44604479_877176042672248_4912498845556724909_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/dc6ba665742728654483e800388d111f/5CAC87F2/t51.2885-15/e35/c0.134.1080.1080a/s240x240/44604479_877176042672248_4912498845556724909_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/fc77de3c0a994c3da6bc354ab496b22f/5C6E6748/t51.2885-15/e35/c0.134.1080.1080a/s320x320/44604479_877176042672248_4912498845556724909_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/bba40e58e618f38eb71650e148d4a9fd/5C75B612/t51.2885-15/e35/c0.134.1080.1080a/s480x480/44604479_877176042672248_4912498845556724909_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/b102f0a9fbe5e491d19300323e14cb0d/5C702B73/t51.2885-15/sh0.08/e35/c0.134.1080.1080a/s640x640/44604479_877176042672248_4912498845556724909_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/b102f0a9fbe5e491d19300323e14cb0d/5C702B73/t51.2885-15/sh0.08/e35/c0.134.1080.1080a/s640x640/44604479_877176042672248_4912498845556724909_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/2c95e0d556cbb4461011cab733e94e79/5C79D4EB/t51.2885-15/e35/44604479_877176042672248_4912498845556724909_n.jpg,,art,,,ccbbsp,realismo,sp,hiperealismo,50anosderealismo,ccbb,arte,exhibition,hiperrealism,centrodesp,exposicao,,,,,,,,,,,,false,,,,,,,,,,,,,,
1349,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/923553c9c2be18e7952c53824d977b9c/5C7D893B/t51.2885-15/e35/46369542_801411536917287_5783912324009925302_n.jpg,11,11,"Exposição 50 anos de Realismo - do fotorrealismo à realidade virtual, no Centro Cultural Banco do Brasil (CCBB), em São Paulo #centrodesp #ccbb #ccbbsp #50anosderealismo #exhibition #exposicao #arte #art #hiperealismo #hiperrealism #realismo #sp",0,1916197390337722936,false,,,,,,1544392515,BqXs1_CnEo4,1542648551,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/9443bc53503ac387b9af33e667d1f7e1/5C83A68B/t51.2885-15/e35/c0.134.1080.1080/s150x150/46369542_801411536917287_5783912324009925302_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/4dc1605a717642d4af7e7f0d9c075cd9/5C819EC1/t51.2885-15/e35/c0.134.1080.1080/s240x240/46369542_801411536917287_5783912324009925302_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/1f6964f7c4d182bd4d548da1ec79774c/5C7F4B7B/t51.2885-15/e35/c0.134.1080.1080/s320x320/46369542_801411536917287_5783912324009925302_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/093b5ac3ef3419f6b4bd69c60b8d5b00/5C759121/t51.2885-15/e35/c0.134.1080.1080/s480x480/46369542_801411536917287_5783912324009925302_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/bc18ccc1e56099ac8c1f2616a3df2b89/5C705490/t51.2885-15/sh0.08/e35/c0.134.1080.1080/s640x640/46369542_801411536917287_5783912324009925302_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/bc18ccc1e56099ac8c1f2616a3df2b89/5C705490/t51.2885-15/sh0.08/e35/c0.134.1080.1080/s640x640/46369542_801411536917287_5783912324009925302_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/923553c9c2be18e7952c53824d977b9c/5C7D893B/t51.2885-15/e35/46369542_801411536917287_5783912324009925302_n.jpg,,art,,,ccbbsp,realismo,sp,hiperealismo,50anosderealismo,ccbb,arte,exhibition,hiperrealism,centrodesp,exposicao,,,,,,,,,,,,false,,,,,,,,,,,,,,
1350,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/0b37786cb66a32066a800bf90bd9095a/5CAEE39A/t51.2885-15/e35/44685715_820371218294122_5149566227641146229_n.jpg,9,9,"Exposição 50 anos de Realismo - do fotorrealismo à realidade virtual, no Centro Cultural Banco do Brasil (CCBB), em São Paulo #centrodesp #ccbb #ccbbsp #50anosderealismo #exhibition #exposicao #arte #art #hiperealismo #hiperrealism #realismo #sp",0,1916196127634350405,false,,,,,,1544392515,BqXsjnDn-FF,1542648400,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/11ee4834f8119412668e8808b0ff0d2e/5C736CC2/t51.2885-15/e35/c0.135.1080.1080/s150x150/44685715_820371218294122_5149566227641146229_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/269e0bec323925df56b9ae2a4373a2b9/5C7EE388/t51.2885-15/e35/c0.135.1080.1080/s240x240/44685715_820371218294122_5149566227641146229_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/ae7f84b97dcd0e74a0628c6b2f169945/5C908332/t51.2885-15/e35/c0.135.1080.1080/s320x320/44685715_820371218294122_5149566227641146229_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/7038bbf60f65b7aa48436f55f1937cfe/5C787068/t51.2885-15/e35/c0.135.1080.1080/s480x480/44685715_820371218294122_5149566227641146229_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/f1be146e3a00400064cc676962b7709e/5C77B6D9/t51.2885-15/sh0.08/e35/c0.135.1080.1080/s640x640/44685715_820371218294122_5149566227641146229_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/f1be146e3a00400064cc676962b7709e/5C77B6D9/t51.2885-15/sh0.08/e35/c0.135.1080.1080/s640x640/44685715_820371218294122_5149566227641146229_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/0b37786cb66a32066a800bf90bd9095a/5CAEE39A/t51.2885-15/e35/44685715_820371218294122_5149566227641146229_n.jpg,,art,,,ccbbsp,realismo,sp,hiperealismo,50anosderealismo,ccbb,arte,exhibition,hiperrealism,centrodesp,exposicao,,,,,,,,,,,,false,,,,,,,,,,,,,,
955,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/9c6fdc05e80d03c50aad31a60c9b6093/5C82E0E4/t51.2885-15/e35/43984603_332630610622306_6134722053706641326_n.jpg,6,6,"Exposição 50 anos de Realismo - do fotorrealismo à realidade virtual, no Centro Cultural Banco do Brasil (CCBB), em São Paulo #centrodesp #ccbb #ccbbsp #50anosderealismo #exhibition #exposicao #arte #art #hiperealismo #hiperrealism #realismo #sp",0,1916195003661344055,false,,,,,,1544392515,BqXsTQRnN03,1542648266,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/8cb91675cd3680f60b25a98bf1684fd6/5CB067A6/t51.2885-15/e35/c62.0.955.955/s150x150/43984603_332630610622306_6134722053706641326_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/57f53eb4164a6f4da462a43cb4ef34c7/5C752DEC/t51.2885-15/e35/c62.0.955.955/s240x240/43984603_332630610622306_6134722053706641326_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/650f7ced97f55994b7fc23be27b22764/5C81A456/t51.2885-15/e35/c62.0.955.955/s320x320/43984603_332630610622306_6134722053706641326_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/ceffd0e06f3fdc10ef807b8930680cb1/5C84660C/t51.2885-15/e35/c62.0.955.955/s480x480/43984603_332630610622306_6134722053706641326_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/55fc29c2ae8b18fc37fe0fcabcc950a7/5CAF72EF/t51.2885-15/sh0.08/e35/c62.0.955.955/s640x640/43984603_332630610622306_6134722053706641326_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/55fc29c2ae8b18fc37fe0fcabcc950a7/5CAF72EF/t51.2885-15/sh0.08/e35/c62.0.955.955/s640x640/43984603_332630610622306_6134722053706641326_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/9c6fdc05e80d03c50aad31a60c9b6093/5C82E0E4/t51.2885-15/e35/43984603_332630610622306_6134722053706641326_n.jpg,,art,,,ccbbsp,realismo,sp,hiperealismo,50anosderealismo,ccbb,arte,exhibition,hiperrealism,centrodesp,exposicao,,,,,,,,,,,,false,,,,,,,,,,,,,,
1349,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/e1442e32ea163f0af6fc3536747a52f2/5C7F54D1/t51.2885-15/e35/43711167_348250292599350_8023492173045882452_n.jpg,14,14,"Exposição 50 anos de Realismo - do fotorrealismo à realidade virtual, no Centro Cultural Banco do Brasil (CCBB), em São Paulo #centrodesp #ccbb #ccbbsp #50anosderealismo #exhibition #exposicao #arte #art #hiperealismo #hiperrealism #realismo #sp",1,1916194548898143263,false,,,,,,1544392515,BqXsMovnRwf,1542648212,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/c31b926ca7639fb88022e7d1eb734a8a/5C739061/t51.2885-15/e35/c0.134.1080.1080/s150x150/43711167_348250292599350_8023492173045882452_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/8e3fa499b62e4bc07bb44d23cf1a407f/5C6EC72B/t51.2885-15/e35/c0.134.1080.1080/s240x240/43711167_348250292599350_8023492173045882452_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/c952589593347189fdb568cbaebee843/5C8F7991/t51.2885-15/e35/c0.134.1080.1080/s320x320/43711167_348250292599350_8023492173045882452_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/68a25e3102f3f51d78312f1dc4d3a00e/5C7C2DCB/t51.2885-15/e35/c0.134.1080.1080/s480x480/43711167_348250292599350_8023492173045882452_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/3120af9008e842642df4838dec800902/5C8E7A7A/t51.2885-15/sh0.08/e35/c0.134.1080.1080/s640x640/43711167_348250292599350_8023492173045882452_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/3120af9008e842642df4838dec800902/5C8E7A7A/t51.2885-15/sh0.08/e35/c0.134.1080.1080/s640x640/43711167_348250292599350_8023492173045882452_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/e1442e32ea163f0af6fc3536747a52f2/5C7F54D1/t51.2885-15/e35/43711167_348250292599350_8023492173045882452_n.jpg,,art,,,ccbbsp,realismo,sp,hiperealismo,50anosderealismo,ccbb,arte,exhibition,hiperrealism,centrodesp,exposicao,,,,,,,,,,,,false,,,,,,,,,,,,,,
1260,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/923039db39d87c9dc9549187b9defac7/5C716F6B/t51.2885-15/e35/45623602_2254943118096913_8049494915687744484_n.jpg,14,14,"Exposição 50 anos de Realismo - do fotorrealismo à realidade virtual, no Centro Cultural Banco do Brasil (CCBB), em São Paulo #centrodesp #ccbb #ccbbsp #50anosderealismo #exhibition #exposicao #arte #art #hiperealismo #hiperrealism #realismo #sp",1,1916193970159696867,false,,,,,,1544392515,BqXsENwHTvj,1542648143,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/f71d7d51d2b9daf86ae8049bd2f70fd8/5C845ADC/t51.2885-15/e35/c0.90.1080.1080/s150x150/45623602_2254943118096913_8049494915687744484_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/e020f1e4b9b1818ce99cedf9a4f4793a/5CACDCDA/t51.2885-15/e35/c0.90.1080.1080/s240x240/45623602_2254943118096913_8049494915687744484_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/8c7abb2f776a78425aa37b359cde4b52/5C6A4CA4/t51.2885-15/e35/c0.90.1080.1080/s320x320/45623602_2254943118096913_8049494915687744484_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/e85f0f97f91c4d2e1c345d1b43eea917/5CAD85E3/t51.2885-15/e35/c0.90.1080.1080/s480x480/45623602_2254943118096913_8049494915687744484_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/ae74b0596d225c3d4ef7cbb24fb82dd3/5CB2039B/t51.2885-15/sh0.08/e35/c0.90.1080.1080/s640x640/45623602_2254943118096913_8049494915687744484_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/ae74b0596d225c3d4ef7cbb24fb82dd3/5CB2039B/t51.2885-15/sh0.08/e35/c0.90.1080.1080/s640x640/45623602_2254943118096913_8049494915687744484_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/923039db39d87c9dc9549187b9defac7/5C716F6B/t51.2885-15/e35/45623602_2254943118096913_8049494915687744484_n.jpg,,art,,,ccbbsp,realismo,sp,hiperealismo,50anosderealismo,ccbb,arte,exhibition,hiperrealism,centrodesp,exposicao,,,,,,,,,,,,false,,,,,,,,,,,,,,
1350,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/99dced561139f8a02924180b6d0de84f/5C8425A0/t51.2885-15/e35/44466957_319246328664277_3577858194611158784_n.jpg,29,29,"Exposição 50 anos de Realismo - do fotorrealismo à realidade virtual, no Centro Cultural Banco do Brasil (CCBB), em São Paulo #centrodesp #ccbb #ccbbsp #50anosderealismo #exhibition #exposicao #arte #art #hiperealismo #hiperrealism #realismo #sp",0,1916193437197900394,false,,,,,,1544392515,BqXr8dZHZpq,1542648080,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/dba65fc667d5f95bf37e5113161415fc/5C6CC8F8/t51.2885-15/e35/c0.135.1080.1080/s150x150/44466957_319246328664277_3577858194611158784_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/e14ad2ed8aac6a719da1407b973ad328/5C7E35B2/t51.2885-15/e35/c0.135.1080.1080/s240x240/44466957_319246328664277_3577858194611158784_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/94dbe8308fe29b921cc21c7bdf6796de/5C6D1408/t51.2885-15/e35/c0.135.1080.1080/s320x320/44466957_319246328664277_3577858194611158784_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/ae3b7ea287fd1b337f29e05526c3027b/5C7B5B52/t51.2885-15/e35/c0.135.1080.1080/s480x480/44466957_319246328664277_3577858194611158784_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/fe67edb9fd761e171e4aff40b235ea39/5C9104E3/t51.2885-15/sh0.08/e35/c0.135.1080.1080/s640x640/44466957_319246328664277_3577858194611158784_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/fe67edb9fd761e171e4aff40b235ea39/5C9104E3/t51.2885-15/sh0.08/e35/c0.135.1080.1080/s640x640/44466957_319246328664277_3577858194611158784_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/99dced561139f8a02924180b6d0de84f/5C8425A0/t51.2885-15/e35/44466957_319246328664277_3577858194611158784_n.jpg,,art,,,ccbbsp,realismo,sp,hiperealismo,50anosderealismo,ccbb,arte,exhibition,hiperrealism,centrodesp,exposicao,,,,,,,,,,,,false,,,,,,,,,,,,,,
1350,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/e8d41328aeca7baefe9800449eb3b1dc/5C76C552/t51.2885-15/e35/44923095_2273813442653393_4179691456383149921_n.jpg,9,9,"Exposição 50 anos de Realismo - do fotorrealismo à realidade virtual, no Centro Cultural Banco do Brasil (CCBB), em São Paulo #centrodesp #ccbb #ccbbsp #50anosderealismo #exhibition #exposicao #arte #art #hiperealismo #hiperrealism #realismo #sp",0,1916192927111799582,false,,,,,,1544392515,BqXr1CVnWMe,1542648019,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/73414bb9b82d44431f73ef60c66b6959/5C8C475D/t51.2885-15/e35/c0.135.1080.1080/s150x150/44923095_2273813442653393_4179691456383149921_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/e62575eda74c09246d98250531cb4a93/5C733C5B/t51.2885-15/e35/c0.135.1080.1080/s240x240/44923095_2273813442653393_4179691456383149921_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/894012e6fcfeaaa7dc1d3ac4dcbcf3cc/5C73CC25/t51.2885-15/e35/c0.135.1080.1080/s320x320/44923095_2273813442653393_4179691456383149921_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/17eaec26b6429827d738950aece2fb47/5C90A962/t51.2885-15/e35/c0.135.1080.1080/s480x480/44923095_2273813442653393_4179691456383149921_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/50a00b03869f72ed4287369565ae90d9/5C762FCA/t51.2885-15/sh0.08/e35/c0.135.1080.1080/s640x640/44923095_2273813442653393_4179691456383149921_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/50a00b03869f72ed4287369565ae90d9/5C762FCA/t51.2885-15/sh0.08/e35/c0.135.1080.1080/s640x640/44923095_2273813442653393_4179691456383149921_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/e8d41328aeca7baefe9800449eb3b1dc/5C76C552/t51.2885-15/e35/44923095_2273813442653393_4179691456383149921_n.jpg,,art,,,ccbbsp,realismo,sp,hiperealismo,50anosderealismo,ccbb,arte,exhibition,hiperrealism,centrodesp,exposicao,,,,,,,,,,,,false,,,,,,,,,,,,,,
1344,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/1155ce3c569aabad6ab279f25656ecbd/5C7ED071/t51.2885-15/e35/44685705_1193420754164890_912010439029524689_n.jpg,10,10,"Exposição 50 anos de Realismo - do fotorrealismo à realidade virtual, no Centro Cultural Banco do Brasil (CCBB), em São Paulo #centrodesp #ccbb #ccbbsp #50anosderealismo #exhibition #exposicao #arte #art #hiperealismo #hiperrealism #realismo #sp",0,1916192361165979244,false,,,,,,1544392515,BqXrszQnX5s,1542647951,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/03a842303ddfe2a50b777dcec2ee97c9/5C6A8ED8/t51.2885-15/e35/c0.132.1080.1080a/s150x150/44685705_1193420754164890_912010439029524689_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/409898a663ed5a1aad2bf8c84fddeb0e/5CAE8A92/t51.2885-15/e35/c0.132.1080.1080a/s240x240/44685705_1193420754164890_912010439029524689_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/a901cca14832d7778c6ded1ce67f421b/5C79EE28/t51.2885-15/e35/c0.132.1080.1080a/s320x320/44685705_1193420754164890_912010439029524689_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/be406c5f50a36743558ca782da73741d/5C71AE72/t51.2885-15/e35/c0.132.1080.1080a/s480x480/44685705_1193420754164890_912010439029524689_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/2dbdef3abe1cb30789a03b329f24e051/5C8E2B13/t51.2885-15/sh0.08/e35/c0.132.1080.1080a/s640x640/44685705_1193420754164890_912010439029524689_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/2dbdef3abe1cb30789a03b329f24e051/5C8E2B13/t51.2885-15/sh0.08/e35/c0.132.1080.1080a/s640x640/44685705_1193420754164890_912010439029524689_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/1155ce3c569aabad6ab279f25656ecbd/5C7ED071/t51.2885-15/e35/44685705_1193420754164890_912010439029524689_n.jpg,,art,,,ccbbsp,realismo,sp,hiperealismo,50anosderealismo,ccbb,arte,exhibition,hiperrealism,centrodesp,exposicao,,,,,,,,,,,,false,,,,,,,,,,,,,,
1303,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/7844237f043d562686f6f06eff102c8c/5C7CC0C2/t51.2885-15/e35/44923102_268500847141751_299344609204418008_n.jpg,26,26,"Exposição 50 anos de Realismo - do fotorrealismo à realidade virtual, no Centro Cultural Banco do Brasil (CCBB), em São Paulo #centrodesp #ccbb #ccbbsp #50anosderealismo #exhibition #exposicao #arte #art #hiperealismo #hiperrealism #realismo #sp",3,1916191530450594995,false,,,,,,1544392515,BqXrgtmHqyz,1542647852,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/9c9efbacf50cea185b40111e34f220fa/5CAC690C/t51.2885-15/e35/c0.111.1080.1080/s150x150/44923102_268500847141751_299344609204418008_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/1572b00930c13824e409ac3f9f97935b/5CB108B9/t51.2885-15/e35/c0.111.1080.1080/s240x240/44923102_268500847141751_299344609204418008_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/0122f48be6c6ba9783208cfd1a9d250e/5C6DF201/t51.2885-15/e35/c0.111.1080.1080/s320x320/44923102_268500847141751_299344609204418008_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/b0a1439198ac9b7c2c404530d5b01d82/5C82675D/t51.2885-15/e35/c0.111.1080.1080/s480x480/44923102_268500847141751_299344609204418008_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/426d18d0b1aae8737083c6560accbeb0/5C6DF99B/t51.2885-15/sh0.08/e35/c0.111.1080.1080/s640x640/44923102_268500847141751_299344609204418008_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/426d18d0b1aae8737083c6560accbeb0/5C6DF99B/t51.2885-15/sh0.08/e35/c0.111.1080.1080/s640x640/44923102_268500847141751_299344609204418008_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/7844237f043d562686f6f06eff102c8c/5C7CC0C2/t51.2885-15/e35/44923102_268500847141751_299344609204418008_n.jpg,,art,,,ccbbsp,realismo,sp,hiperealismo,50anosderealismo,ccbb,arte,exhibition,hiperrealism,centrodesp,exposicao,,,,,,,,,,,,false,,,,,,,,,,,,,,
