dimensions/height,dimensions/width,display_url,edge_liked_by/count,edge_media_preview_like/count,edge_media_to_caption/edges/0/node/text,edge_media_to_comment/count,id,is_video,location/address_json,location/has_public_page,location/id,location/name,location/slug,owner/id,shortcode,tags/0,tags/1,tags/2,taken_at_timestamp,thumbnail_resources/0/config_height,thumbnail_resources/0/config_width,thumbnail_resources/0/src,thumbnail_resources/1/config_height,thumbnail_resources/1/config_width,thumbnail_resources/1/src,thumbnail_resources/2/config_height,thumbnail_resources/2/config_width,thumbnail_resources/2/src,thumbnail_resources/3/config_height,thumbnail_resources/3/config_width,thumbnail_resources/3/src,thumbnail_resources/4/config_height,thumbnail_resources/4/config_width,thumbnail_resources/4/src,thumbnail_src,urls/0,tags/3,tags/4,tags/5,tags/6,tags/7,tags/8,tags/9,tags/10,tags/11,tags/12,tags/13,tags/14,tags/15,tags/16,tags/17,tags/18,tags/19,tags/20,tags/21,tags/22,tags/23,tags/24,tags/25,tags/26,tags/27,tags/28,location,tags/29,tags/30,comments_disabled,urls/1,urls/2,urls/3,urls/4,urls/5,urls/6,urls/7,urls/8,urls/9,video_view_count
636,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/20cc44bcca4aecc454d2feefbeb76537/5C6F1263/t51.2885-15/e35/44678157_248329182513564_4396016566149522034_n.jpg,2283,2283,"Concorda? Siga o ig @minasgerais e marque seus amigos mineiros ou amigos que amam Minas Gerais!
🌍 #minasgerais #mg
___________________________
📍 Use #topofbrazil
⭐️ Marque seus amigos que possam gostar da página / Tag your friends who would love the page
_
Conheça:
↳ @minasgerais",48,1906889545367369539,false,"{""street_address"": """", ""zip_code"": """", ""city_name"": """", ""region_name"": ""Minas Gerais"", ""country_code"": ""BR"", ""exact_city_match"": false, ""exact_region_match"": true, ""exact_country_match"": false}",true,238464018,Minas Gerais,minas-gerais,2113325971,Bp2ofA5hzdD,minasgerais,mg,topofbrazil,1541538969,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/b1f5a98d94ef5bf34a0aca5f252b7f03/5C6C7873/t51.2885-15/e35/c2.0.636.636/s150x150/44678157_248329182513564_4396016566149522034_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/ba415185b73ee95104f9c08d92e1161c/5C76BD39/t51.2885-15/e35/c2.0.636.636/s240x240/44678157_248329182513564_4396016566149522034_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/ff731eec98e4c46be94cfb0171493fc0/5C686783/t51.2885-15/e35/c2.0.636.636/s320x320/44678157_248329182513564_4396016566149522034_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/f8a5a7fef180cf0772fc056cb5d104b3/5C67FDD9/t51.2885-15/e35/c2.0.636.636/s480x480/44678157_248329182513564_4396016566149522034_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/ab756ccf99da4c65b0c78ecb5750f11c/5C7909F0/t51.2885-15/e35/c2.0.636.636/44678157_248329182513564_4396016566149522034_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/ab756ccf99da4c65b0c78ecb5750f11c/5C7909F0/t51.2885-15/e35/c2.0.636.636/44678157_248329182513564_4396016566149522034_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/20cc44bcca4aecc454d2feefbeb76537/5C6F1263/t51.2885-15/e35/44678157_248329182513564_4396016566149522034_n.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1350,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/e9484cb90cdf5a4b030218fd04a81f33/5C85E88B/t51.2885-15/e35/43817597_347271205836998_2019241786601771426_n.jpg,6997,6997,"#iamtb 🛫 .
#TravelRepost @dan_a_t in ...
📍🇵🇪 Peru .
・
🇬🇧 Everyone publishes photos of a lovely couple with Machu Picchu in the background, so I decided to take a picture with my Llama, which are very affectionate.
🇷🇺 Нет, ну а че, в нете куча фотографий парочек на фоне Мачу-Пикчу, вот и я решил сделать фото со своей козочкой, ой, т.е. ламой 😏 Какие же они там ласковые 🤤 .
🇪🇸 Todo el mundo publica fotos en parejas con Machu Picchu al fondo, así que decidí tomar una foto con mi Llama, que son muy cariñosas .
.
#peru #machupicchu #llama #alpaca #cusco #cuzco #aguascalientes #peruvian #unesco #7wonders #travelblogger #travel #viajar #viaje #viajes #instatravel #travelgram #mytravelgram #traveler #backpacker #traveling #travelling #wanderlust #ilovetravel #travelphotography",145,1906808276115170348,false,"{""street_address"": """", ""zip_code"": """", ""city_name"": ""Machupicchu, Cusco, Peru"", ""region_name"": """", ""country_code"": ""PE"", ""exact_city_match"": true, ""exact_region_match"": false, ""exact_country_match"": false}",true,613446217,"Machupicchu, Cusco, Peru",machupicchu-cusco-peru,1633407176,Bp2WAZAnqQs,ilovetravel,llama,peruvian,1541529281,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/522586ad821e2b45fe4812179e298682/5C65DBD3/t51.2885-15/e35/c0.135.1080.1080/s150x150/43817597_347271205836998_2019241786601771426_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/ac58ecc2bcce35f4f84e515995705068/5C644599/t51.2885-15/e35/c0.135.1080.1080/s240x240/43817597_347271205836998_2019241786601771426_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/746e291f7a04c2fb60950f7af8240d7f/5C7C4623/t51.2885-15/e35/c0.135.1080.1080/s320x320/43817597_347271205836998_2019241786601771426_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/b22b800f5e59787639ad9d06fef40695/5C6E0A79/t51.2885-15/e35/c0.135.1080.1080/s480x480/43817597_347271205836998_2019241786601771426_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/66edbb270211a69303f23cc8f630915b/5C8371C8/t51.2885-15/sh0.08/e35/c0.135.1080.1080/s640x640/43817597_347271205836998_2019241786601771426_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/66edbb270211a69303f23cc8f630915b/5C8371C8/t51.2885-15/sh0.08/e35/c0.135.1080.1080/s640x640/43817597_347271205836998_2019241786601771426_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/e9484cb90cdf5a4b030218fd04a81f33/5C85E88B/t51.2885-15/e35/43817597_347271205836998_2019241786601771426_n.jpg,cuzco,traveling,unesco,traveler,TravelRepost,alpaca,viajar,travel,iamtb,backpacker,aguascalientes,peru,travelgram,travelling,wanderlust,7wonders,machupicchu,instatravel,viajes,viaje,travelblogger,cusco,travelphotography,mytravelgram,,,,,,,,,,,,,,,,
480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/d82af83840a40b2057ea73502a2ddafc/5C680FA7/t51.2885-15/e35/43405538_712740979124729_6303400880822501921_n.jpg,571,571,"7 Maravilhas do Mundo...
🔺 Vem Com a Gente ➡️ @PelasEstradasDeMinas
⠀
#PelasEstradasDeMinas #Kombi #Viajar #MG #MinasGerais #Minas #quemteconhece #TurismoMG #souminasgeraisuai #exploreminas #lugaresdeminas #DicasViagem #viagem #mochileiro #amorpormg #uai #PratiqueMinas #divulgaMinas #Mineiros #turismo #turistando #viajando #viaje #viagens #travel #travelblogger #traveling #travelblog #instatravel",12,1906724000291923094,false,"{""street_address"": """", ""zip_code"": """", ""city_name"": ""Belo Horizonte, Brazil"", ""region_name"": """", ""country_code"": ""BR"", ""exact_city_match"": true, ""exact_region_match"": false, ""exact_country_match"": false}",true,213255513,"Belo Horizonte, Brazil",belo-horizonte-brazil,3576198698,Bp2C2BCHKSW,amorpormg,Kombi,TurismoMG,1541519235,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/cd96650073e6e70ff6ac397b835b1cba/5C735CE5/t51.2885-15/e35/s150x150/43405538_712740979124729_6303400880822501921_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/f7cb5d46ed3804767bf3caf648e145c3/5C82D2AF/t51.2885-15/e35/s240x240/43405538_712740979124729_6303400880822501921_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/ab5a983bf3a11c5207a35662630096dc/5C687715/t51.2885-15/e35/s320x320/43405538_712740979124729_6303400880822501921_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/d82af83840a40b2057ea73502a2ddafc/5C680FA7/t51.2885-15/e35/43405538_712740979124729_6303400880822501921_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/d82af83840a40b2057ea73502a2ddafc/5C680FA7/t51.2885-15/e35/43405538_712740979124729_6303400880822501921_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/d82af83840a40b2057ea73502a2ddafc/5C680FA7/t51.2885-15/e35/43405538_712740979124729_6303400880822501921_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/d82af83840a40b2057ea73502a2ddafc/5C680FA7/t51.2885-15/e35/43405538_712740979124729_6303400880822501921_n.jpg,viajando,traveling,exploreminas,travel,turismo,divulgaMinas,Viajar,PratiqueMinas,turistando,MinasGerais,lugaresdeminas,PelasEstradasDeMinas,Mineiros,instatravel,DicasViagem,viagem,viaje,uai,MG,travelblogger,mochileiro,viagens,Minas,travelblog,souminasgeraisuai,quemteconhece,,,,,,,,,,,,,,
1350,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/914ef630cb18ab63461fbfb267947b09/5C6B290B/t51.2885-15/e35/44505691_275340656451793_219142085012803077_n.jpg,2868,2868,"Nada como começar o dia com um dos cartões postais mais bonitos de Salvador!
Cc @aninha_pt
🌍 #faroldabarra #salvador #bahia #ba #nordeste
___________________________
📍 Use #topofbrazil
⭐️ Marque seus amigos que possam gostar da página / Tag your friends who would love the page
_
Conheça:
↳ @topofrio
↳ @ideiascriativas",13,1906646337668355508,false,"{""street_address"": ""Largo do Farol da Barra, S/N"", ""zip_code"": ""40100-180"", ""city_name"": ""Salvador, Bahia, Brazil"", ""region_name"": """", ""country_code"": ""BR"", ""exact_city_match"": false, ""exact_region_match"": false, ""exact_country_match"": false}",true,638677,Farol da Barra,farol-da-barra,2113325971,Bp1xL4FBZW0,faroldabarra,ba,salvador,1541509977,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/060b769afcf8196f602aa4273fd66574/5C862AB9/t51.2885-15/e35/c0.135.1080.1080/s150x150/44505691_275340656451793_219142085012803077_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/b91312820b02fc60abe9bfe38bdb8399/5C85C00C/t51.2885-15/e35/c0.135.1080.1080/s240x240/44505691_275340656451793_219142085012803077_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/309513786c7a122dbf270a292a2a72f5/5C685EB4/t51.2885-15/e35/c0.135.1080.1080/s320x320/44505691_275340656451793_219142085012803077_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/033d1c7a55ec8c20941ab6ce56b74976/5C7F63E8/t51.2885-15/e35/c0.135.1080.1080/s480x480/44505691_275340656451793_219142085012803077_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/852e7eb23997e00638006653c038175d/5C635E2E/t51.2885-15/sh0.08/e35/c0.135.1080.1080/s640x640/44505691_275340656451793_219142085012803077_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/852e7eb23997e00638006653c038175d/5C635E2E/t51.2885-15/sh0.08/e35/c0.135.1080.1080/s640x640/44505691_275340656451793_219142085012803077_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/914ef630cb18ab63461fbfb267947b09/5C6B290B/t51.2885-15/e35/44505691_275340656451793_219142085012803077_n.jpg,nordeste,topofbrazil,bahia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
810,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/b70b0ca5b86d910860339d0625beff18/5C865AC1/t51.2885-15/e35/42799857_320847128709209_6756309999892299776_n.jpg,478,478,"Con el frío que está empezando a hacer yo me teletransportaba pero ya.
👕 @wearingmarte
🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦
#marruecos #traveler #africa #natgeo #iamtb #traveler #morocco #explore #adventure #iamtraveler #monument #travelphotography #igtravel #instatravel #viajar #vacanze #blue #vacaciones #bestplace #village #voyage #wanderlust #perspective #holiday #gopro #paradise #nature #viaggio #desert",14,1906895300322930971,false,"{""street_address"": ""Ksar Hassi Labied BP/76"", ""zip_code"": ""52202"", ""city_name"": ""Merzouga"", ""region_name"": """", ""country_code"": ""MA"", ""exact_city_match"": false, ""exact_region_match"": false, ""exact_country_match"": false}",true,708122427,Merzouga - Sahara Desert,merzouga-sahara-desert,289029457,Bp2pywnnDEb,vacanze,africa,marruecos,1541539655,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/cdf33e337ba4db3c0fed92bf0e203093/5C85698E/t51.2885-15/e35/c135.0.810.810/s150x150/42799857_320847128709209_6756309999892299776_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/317e738950f4d2b7c94d6e63d1925e66/5C7666C4/t51.2885-15/e35/c135.0.810.810/s240x240/42799857_320847128709209_6756309999892299776_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/c5e535fba0418d7433da1e72ded81c2a/5C7B917E/t51.2885-15/e35/c135.0.810.810/s320x320/42799857_320847128709209_6756309999892299776_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/1a8f2a4f5fe86f15829638a9d0aaa62f/5C823924/t51.2885-15/e35/c135.0.810.810/s480x480/42799857_320847128709209_6756309999892299776_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/06c726b9115620c7f8e70520c0a33893/5C6D7F84/t51.2885-15/sh0.08/e35/c135.0.810.810/s640x640/42799857_320847128709209_6756309999892299776_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/06c726b9115620c7f8e70520c0a33893/5C6D7F84/t51.2885-15/sh0.08/e35/c135.0.810.810/s640x640/42799857_320847128709209_6756309999892299776_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/b70b0ca5b86d910860339d0625beff18/5C865AC1/t51.2885-15/e35/42799857_320847128709209_6756309999892299776_n.jpg,perspective,village,traveler,vacaciones,blue,wanderlust,viajar,nature,iamtb,iamtraveler,gopro,viaggio,paradise,holiday,voyage,natgeo,igtravel,explore,adventure,instatravel,desert,morocco,bestplace,travelphotography,monument,,,,,,,,,,,,,,,
1349,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/29e2c203575d06002762852f0acaf37a/5C70C031/t51.2885-15/e35/44431523_2149651668430361_7006902308967698239_n.jpg,698,698,"Ah, Ceará! Estamos chegando! ☀️ #brazilnatural
・・・
Siga @brazilnatural
🌟Destaque 📷 @francielapv via @jeri_explore 🌍 #ManguesecodeGuriu #Camocim #CE
👉🏻seleção @paguiarlitwak 
___________________________
📍 Use #brazilnatural e apareça aqui
⭐️ Marque seus amigos que possam gostar da página / Tag your friends who would love the page .
.
.
.
Siga/Follow 
@deboascomaprica .
. . .
.
#jeri #jericoacara #Nordeste #tour #brasil #paradise #trip #ferias #natureza #nature #adventure #aventura #love #goodvibes #travel #brazil #gopro #mundo #destinosbrasileiros #nordeste #eucurtoonordeste #ne #viagem #viajar #melhoresdestinos #Brazilmaravilhas #Brasileirosporai",5,1906838766145050153,false,,,,,,3271775464,Bp2c8FEBRYp,love,mundo,aventura,1541532916,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/b74d3854a3913972c0d744d3565d1ee0/5C6838AA/t51.2885-15/e35/c0.134.1080.1080/s150x150/44431523_2149651668430361_7006902308967698239_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/bed0a11feae0127aae0c5d03db750bea/5C6D74AC/t51.2885-15/e35/c0.134.1080.1080/s240x240/44431523_2149651668430361_7006902308967698239_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/7fe00236c601d5760af5b7a5bb0614c2/5C815AD2/t51.2885-15/e35/c0.134.1080.1080/s320x320/44431523_2149651668430361_7006902308967698239_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/bf7c5134ecd6eb6d760be7081eb91452/5C8A3C95/t51.2885-15/e35/c0.134.1080.1080/s480x480/44431523_2149651668430361_7006902308967698239_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/25751d9554a717f2ff5bfcdd5ebdfc4d/5C7E483D/t51.2885-15/sh0.08/e35/c0.134.1080.1080/s640x640/44431523_2149651668430361_7006902308967698239_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/25751d9554a717f2ff5bfcdd5ebdfc4d/5C7E483D/t51.2885-15/sh0.08/e35/c0.134.1080.1080/s640x640/44431523_2149651668430361_7006902308967698239_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/29e2c203575d06002762852f0acaf37a/5C70C031/t51.2885-15/e35/44431523_2149651668430361_7006902308967698239_n.jpg,trip,brazilnatural,viajar,travel,nature,ne,Brazilmaravilhas,gopro,paradise,melhoresdestinos,nordeste,brazil,natureza,jeri,ManguesecodeGuriu,eucurtoonordeste,jericoacara,CE,Brasileirosporai,adventure,Camocim,viagem,brasil,Nordeste,tour,goodvibes,,ferias,destinosbrasileiros,,,,,,,,,,,
1350,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/7d0b46cd4cec7b3685b52f1a92d4619c/5C6FB98D/t51.2885-15/e35/43913108_555538638239966_4562971015852243448_n.jpg,6745,6745,"🇺🇸 Livin' young and wild and free! ✌ #TheBrazilianAbroad  #Maldives #Maafushi
ㅤㅤ
__________________
ㅤㅤ
ㅤㅤ
🇧🇷 Mas o que é isso, gente! 😱 Estamos abrindo o mar vermelho? 😅 Ou é apenas uma foto lacrante postada na sequência de uma foto espanta contatinhos? 😂😂 Lacrante mesmo é esse banco de areia aqui das ilhas Maldivas, ne non? 🤩 Repare na passarela formada pela faixa de areia com esse mar azul de um lado e do outro... Deus foi generoso com esse lugar! 🙏 Os sandbanks são dos passeios mais procurados nas Maldivas e pelo visual dá pra entender o motivo né? 🏖 Imagine um pedaço de areia assim no meio do nada, com uma água maravilhosa, cristalina, morninha em volta! 😍 Alguns passeios de snorkel e passeios pra outras ilhas incluem um almoço em um sandbank, o que achei uma experiência deliciosa e também amei ir no fim da tarde, como nessa foto aqui! 📸 A ótima notícia: dá pra conhecer váaarios bancos de areia lindos assim partindo de ilhas locais nas Maldivas, gastando pouco e fazendo uma viagem de modo econômico! 😊 A maioria sai da ilha de Maafushi, ilha local com mais estrutura turística, e custa lá pelos 25 dólares um passeio de half day que inclui uma parada bacana em um sandbank, geralmente um piquenique/almoço - e bem servido (tá de olho nos stories né, até os pratos eu mostrei por lá!)! 😉 Tá vendo como o destino classe A  Maldivas pode ser feito de um jeito que não pesa mto no bolso? 💰 To descobrindo várias maneiras de curtir as Maldivas de modo econômioco por aqui e vou mostrar tudo pra vocês, os stories estão recheados de descobertas também! 💡 Esse passeio eu fiz com o @vivalust_tikey29 da agência de passeios do Arena Beach Hotel, onde fiquei hospedada uns dias aqui em Maafushi! Ele é mega gente fina e deu as melhores dicas daqui da ilha, inclusive coisas como horários de ferry, restaurantes, outras ilhas locais a conhecer... Gente boa mesmo! 😊 E o passeio adorei e recomendo demais! ❤ Marque aqui sua amiga ousada que vai ter coragem de tirar uma foto lacradora igual a essa! 😘 #LiviajandoNasMaldivas #Maldivas #MaldivasParaDuros #Sandbank",114,1906911161375677773,false,"{""street_address"": ""Maldives Islands"", ""zip_code"": """", ""city_name"": ""Male, Maldives"", ""region_name"": """", ""country_code"": ""MV"", ""exact_city_match"": false, ""exact_region_match"": false, ""exact_country_match"": false}",true,729015593967687,Maldives Islands,maldives-islands,994620579,Bp2tZkYBl1N,MaldivasParaDuros,Maldives,Sandbank,1541541546,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/f2ec4d4093fad930fa8b4d866e4d489c/5C6D84D5/t51.2885-15/e35/c0.135.1080.1080/s150x150/43913108_555538638239966_4562971015852243448_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/f2f0aea57a09caa814f3a362fc09f140/5C7D9F9F/t51.2885-15/e35/c0.135.1080.1080/s240x240/43913108_555538638239966_4562971015852243448_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/e7d9f68194b01a64bd947d6ddce9a220/5C63D925/t51.2885-15/e35/c0.135.1080.1080/s320x320/43913108_555538638239966_4562971015852243448_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/a4c11cb5da7c4cb9dca91c913368e9dc/5C89747F/t51.2885-15/e35/c0.135.1080.1080/s480x480/43913108_555538638239966_4562971015852243448_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/ee4c3d6ee8acba0313f67aa581c4c465/5C6CC0CE/t51.2885-15/sh0.08/e35/c0.135.1080.1080/s640x640/43913108_555538638239966_4562971015852243448_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/ee4c3d6ee8acba0313f67aa581c4c465/5C6CC0CE/t51.2885-15/sh0.08/e35/c0.135.1080.1080/s640x640/43913108_555538638239966_4562971015852243448_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/7d0b46cd4cec7b3685b52f1a92d4619c/5C6FB98D/t51.2885-15/e35/43913108_555538638239966_4562971015852243448_n.jpg,TheBrazilianAbroad,LiviajandoNasMaldivas,Maafushi,Maldivas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/df51861e076a88cc3b215a1b19acb39b/5C83386C/t51.2885-15/e35/44588921_2157273041197044_7321947298356854466_n.jpg,409,409,"E aí galera, bora pra Capitólio, Jalapão ou Chapada dos Veadeiros com a gente? .
Use #decaronapelomundo nas suas fotos e compartilhe seus momentos com a gente!
.
Acesse dcpm.com.br
.
#decaronapelomundo #wanderlust #viajar #amoviajar #frasesviajar #viagem #ferias #fernweh #brazilian #travel #travelgram #instatravel #trip #roadtrip #landscape #frasedeviagem #meme #memedeviagem #viajando #mochilando #mochilao #travelblog #blogdeviagem - #regrann",5,1906925544483533425,false,"{""street_address"": """", ""zip_code"": """", ""city_name"": ""Agua\u00ed"", ""region_name"": """", ""country_code"": ""BR"", ""exact_city_match"": false, ""exact_region_match"": false, ""exact_country_match"": false}",true,710607769281919,Agência DCPM,agencia-dcpm,2610820265,Bp2wq3sDzJx,frasesviajar,viajando,mochilando,1541543261,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/be0201e41368d1d93451889af52b975c/5C6BEE53/t51.2885-15/e35/s150x150/44588921_2157273041197044_7321947298356854466_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/806b295414adde8e42e6bb2650566c40/5C841955/t51.2885-15/e35/s240x240/44588921_2157273041197044_7321947298356854466_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/80c81f80d81f71fe752742818727827a/5C77132B/t51.2885-15/e35/s320x320/44588921_2157273041197044_7321947298356854466_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/a8f9b7c5372a956a81caa7b182ddb0db/5C66AA6C/t51.2885-15/e35/s480x480/44588921_2157273041197044_7321947298356854466_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/df51861e076a88cc3b215a1b19acb39b/5C83386C/t51.2885-15/e35/44588921_2157273041197044_7321947298356854466_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/df51861e076a88cc3b215a1b19acb39b/5C83386C/t51.2885-15/e35/44588921_2157273041197044_7321947298356854466_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/df51861e076a88cc3b215a1b19acb39b/5C83386C/t51.2885-15/e35/44588921_2157273041197044_7321947298356854466_n.jpg,trip,landscape,wanderlust,regrann,viajar,travel,frasedeviagem,roadtrip,travelgram,mochilao,meme,brazilian,amoviajar,instatravel,fernweh,viagem,memedeviagem,blogdeviagem,decaronapelomundo,travelblog,ferias,,,,,,,,,,,,,,,,,,,
1350,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/05090a11acd6ad946b89990f5b151567/5C6EB45F/t51.2885-15/e35/43512786_283662525822074_4574205581308984722_n.jpg,2950,2950,"Sorria, seja leve! 🛁🍃😅 @hotelrealvillabella",12,1906853233575749374,false,"{""street_address"": """", ""zip_code"": """", ""city_name"": ""Ilhabela, Sao Paulo, Brazil"", ""region_name"": """", ""country_code"": ""BR"", ""exact_city_match"": true, ""exact_region_match"": false, ""exact_country_match"": false}",true,215525965,"Ilhabela, Sao Paulo, Brazil",ilhabela-sao-paulo-brazil,35635750,Bp2gOm6Fmb-,,,,1541534640,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/bc643c3af8868e76560d4dedd0c0cd0c/5C895207/t51.2885-15/e35/c0.135.1080.1080/s150x150/43512786_283662525822074_4574205581308984722_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/3ff5c1ef2c895d2e23c51a78bb3aebb2/5C86164D/t51.2885-15/e35/c0.135.1080.1080/s240x240/43512786_283662525822074_4574205581308984722_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/652708bd0efc92861beb3199b09f641c/5C8025F7/t51.2885-15/e35/c0.135.1080.1080/s320x320/43512786_283662525822074_4574205581308984722_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/8394764d71f1c346f92779cae5159886/5C8035AD/t51.2885-15/e35/c0.135.1080.1080/s480x480/43512786_283662525822074_4574205581308984722_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/289c5f4ad7d114bc0de431c865628f27/5C649C1C/t51.2885-15/sh0.08/e35/c0.135.1080.1080/s640x640/43512786_283662525822074_4574205581308984722_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/289c5f4ad7d114bc0de431c865628f27/5C649C1C/t51.2885-15/sh0.08/e35/c0.135.1080.1080/s640x640/43512786_283662525822074_4574205581308984722_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/05090a11acd6ad946b89990f5b151567/5C6EB45F/t51.2885-15/e35/43512786_283662525822074_4574205581308984722_n.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
